x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class,TypeId,ClId
6.0,11.0,8.0,8.0,7.0,10.0,6.0,1.0,8.0,11.0,4.0,8.0,4.0,7.0,5.0,11.0,12,1,0
5.0,5.0,6.0,7.0,6.0,9.0,11.0,5.0,4.0,6.0,7.0,7.0,5.0,10.0,7.0,5.0,17,1,0
4.0,10.0,6.0,8.0,6.0,7.0,7.0,4.0,6.0,7.0,6.0,6.0,6.0,8.0,4.0,8.0,6,1,0
5.0,9.0,6.0,7.0,5.0,6.0,6.0,8.0,5.0,6.0,5.0,9.0,3.0,7.0,5.0,11.0,15,0,0
2.0,1.0,2.0,1.0,1.0,7.0,8.0,6.0,5.0,7.0,9.0,9.0,3.0,10.0,0.0,8.0,20,0,0
4.0,5.0,6.0,4.0,3.0,7.0,7.0,2.0,8.0,11.0,7.0,9.0,2.0,8.0,4.0,8.0,12,1,0
3.0,7.0,5.0,5.0,4.0,8.0,7.0,3.0,6.0,7.0,4.0,6.0,4.0,7.0,6.0,8.0,16,0,0
4.0,10.0,5.0,7.0,3.0,6.0,8.0,7.0,7.0,13.0,8.0,8.0,2.0,11.0,3.0,7.0,22,0,0
4.0,10.0,5.0,8.0,7.0,7.0,8.0,9.0,6.0,7.0,6.0,7.0,2.0,7.0,8.0,10.0,24,1,0
6.0,14.0,6.0,8.0,4.0,10.0,3.0,4.0,7.0,11.0,3.0,8.0,3.0,9.0,6.0,13.0,14,0,0
5.0,9.0,6.0,4.0,3.0,2.0,11.0,3.0,3.0,12.0,11.0,9.0,4.0,9.0,0.0,8.0,5,0,0
3.0,7.0,4.0,5.0,4.0,8.0,7.0,6.0,6.0,7.0,6.0,5.0,2.0,8.0,7.0,9.0,24,1,0
5.0,9.0,4.0,5.0,2.0,8.0,8.0,3.0,6.0,13.0,4.0,6.0,1.0,7.0,4.0,9.0,18,0,0
2.0,4.0,5.0,3.0,2.0,7.0,8.0,2.0,9.0,12.0,7.0,7.0,1.0,8.0,5.0,6.0,0,0,0
3.0,8.0,5.0,6.0,3.0,6.0,5.0,3.0,0.0,6.0,1.0,8.0,2.0,6.0,1.0,7.0,10,1,4
4.0,8.0,5.0,6.0,4.0,5.0,6.0,4.0,8.0,7.0,7.0,12.0,3.0,8.0,6.0,9.0,11,0,0
4.0,7.0,5.0,5.0,4.0,6.0,7.0,8.0,7.0,7.0,7.0,5.0,3.0,8.0,3.0,7.0,8,1,0
5.0,11.0,7.0,8.0,5.0,4.0,11.0,5.0,4.0,13.0,9.0,5.0,2.0,10.0,2.0,5.0,4,0,0
4.0,9.0,6.0,8.0,3.0,9.0,8.0,8.0,6.0,5.0,8.0,9.0,3.0,8.0,5.0,9.0,14,1,0
2.0,4.0,3.0,3.0,1.0,3.0,12.0,3.0,6.0,12.0,10.0,5.0,1.0,11.0,2.0,5.0,17,0,0
4.0,2.0,6.0,3.0,4.0,8.0,6.0,6.0,5.0,6.0,7.0,8.0,8.0,7.0,3.0,6.0,7,1,0
5.0,10.0,7.0,8.0,7.0,7.0,8.0,7.0,5.0,8.0,7.0,7.0,7.0,8.0,3.0,7.0,8,1,0
6.0,9.0,8.0,6.0,8.0,7.0,7.0,6.0,5.0,6.0,7.0,9.0,8.0,6.0,2.0,8.0,7,1,0
1.0,3.0,0.0,2.0,0.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,18,1,41
5.0,9.0,7.0,6.0,8.0,6.0,7.0,3.0,6.0,7.0,6.0,10.0,5.0,9.0,5.0,7.0,21,1,0
2.0,0.0,2.0,1.0,0.0,8.0,5.0,11.0,4.0,7.0,13.0,8.0,3.0,10.0,0.0,8.0,20,1,47
6.0,10.0,8.0,8.0,11.0,8.0,9.0,5.0,3.0,6.0,7.0,7.0,8.0,7.0,11.0,9.0,3,1,0
3.0,5.0,4.0,4.0,3.0,8.0,7.0,7.0,4.0,9.0,6.0,8.0,2.0,8.0,3.0,7.0,13,1,0
3.0,5.0,4.0,4.0,3.0,7.0,11.0,3.0,7.0,7.0,11.0,8.0,2.0,11.0,1.0,8.0,21,1,0
8.0,14.0,8.0,8.0,5.0,9.0,5.0,4.0,6.0,10.0,3.0,7.0,5.0,6.0,5.0,10.0,8,1,0
5.0,8.0,7.0,7.0,6.0,7.0,7.0,4.0,5.0,6.0,7.0,9.0,3.0,9.0,8.0,7.0,15,1,0
2.0,0.0,2.0,1.0,1.0,8.0,7.0,7.0,5.0,6.0,6.0,9.0,2.0,8.0,3.0,8.0,14,0,0
4.0,5.0,4.0,3.0,3.0,5.0,10.0,5.0,4.0,10.0,8.0,4.0,1.0,10.0,4.0,7.0,1,0,0
3.0,7.0,4.0,5.0,3.0,8.0,5.0,11.0,4.0,8.0,12.0,7.0,3.0,9.0,0.0,8.0,20,0,12
1.0,6.0,2.0,4.0,1.0,7.0,7.0,0.0,7.0,13.0,6.0,9.0,0.0,8.0,1.0,8.0,18,0,15
3.0,10.0,4.0,8.0,3.0,5.0,7.0,6.0,8.0,7.0,5.0,12.0,1.0,8.0,4.0,10.0,22,0,0
4.0,10.0,6.0,9.0,3.0,8.0,7.0,8.0,6.0,6.0,7.0,9.0,3.0,7.0,5.0,9.0,14,1,0
1.0,0.0,2.0,1.0,0.0,7.0,7.0,2.0,11.0,8.0,6.0,8.0,0.0,8.0,6.0,8.0,0,1,33
7.0,12.0,6.0,6.0,3.0,9.0,10.0,5.0,4.0,6.0,10.0,6.0,5.0,12.0,3.0,7.0,9,1,0
4.0,8.0,5.0,6.0,6.0,8.0,5.0,4.0,4.0,8.0,6.0,10.0,4.0,8.0,8.0,10.0,2,1,0
5.0,11.0,6.0,8.0,5.0,4.0,4.0,4.0,8.0,2.0,1.0,6.0,1.0,6.0,1.0,5.0,15,1,25
1.0,3.0,2.0,2.0,1.0,11.0,6.0,1.0,6.0,11.0,3.0,7.0,0.0,7.0,0.0,8.0,25,0,9
6.0,14.0,6.0,8.0,4.0,8.0,6.0,5.0,6.0,8.0,4.0,7.0,4.0,7.0,6.0,9.0,8,0,0
2.0,5.0,4.0,4.0,2.0,7.0,10.0,4.0,4.0,12.0,5.0,3.0,1.0,10.0,2.0,8.0,1,1,0
5.0,6.0,6.0,8.0,3.0,7.0,8.0,15.0,0.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,3,0,1
2.0,1.0,3.0,2.0,2.0,7.0,7.0,5.0,5.0,7.0,6.0,10.0,3.0,7.0,4.0,9.0,23,0,0
3.0,8.0,4.0,6.0,2.0,7.0,3.0,0.0,9.0,9.0,2.0,11.0,0.0,7.0,2.0,8.0,15,0,25
4.0,9.0,6.0,7.0,3.0,4.0,13.0,3.0,4.0,13.0,8.0,4.0,1.0,10.0,2.0,6.0,4,0,0
5.0,9.0,7.0,7.0,6.0,9.0,7.0,3.0,7.0,10.0,4.0,6.0,2.0,8.0,5.0,10.0,24,1,0
4.0,11.0,5.0,8.0,4.0,7.0,7.0,8.0,7.0,8.0,5.0,7.0,2.0,7.0,9.0,8.0,2,0,0
4.0,7.0,6.0,5.0,4.0,10.0,7.0,3.0,6.0,11.0,2.0,6.0,3.0,7.0,4.0,10.0,6,1,0
2.0,3.0,3.0,2.0,1.0,7.0,7.0,3.0,9.0,6.0,6.0,8.0,2.0,8.0,5.0,7.0,16,0,0
1.0,0.0,2.0,0.0,0.0,7.0,4.0,2.0,0.0,7.0,2.0,8.0,2.0,7.0,1.0,8.0,10,1,17
5.0,11.0,8.0,8.0,10.0,8.0,5.0,5.0,2.0,8.0,8.0,8.0,6.0,9.0,4.0,8.0,9,0,0
5.0,9.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,8.0,6.0,7.0,6.0,7.0,4.0,7.0,25,1,0
4.0,7.0,6.0,5.0,3.0,5.0,11.0,4.0,5.0,13.0,7.0,4.0,2.0,10.0,2.0,7.0,4,1,0
4.0,6.0,6.0,4.0,3.0,10.0,7.0,1.0,8.0,10.0,2.0,6.0,3.0,8.0,3.0,10.0,16,0,0
5.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,2.0,6.0,6.0,10.0,4.0,8.0,7.0,7.0,23,1,0
8.0,8.0,7.0,12.0,5.0,5.0,5.0,7.0,4.0,6.0,12.0,6.0,5.0,10.0,4.0,8.0,17,0,0
2.0,3.0,3.0,3.0,2.0,8.0,7.0,6.0,3.0,6.0,6.0,9.0,2.0,8.0,5.0,9.0,14,0,0
4.0,8.0,5.0,6.0,3.0,5.0,12.0,8.0,4.0,8.0,3.0,9.0,3.0,7.0,6.0,11.0,6,1,0
3.0,4.0,4.0,3.0,2.0,4.0,8.0,4.0,7.0,10.0,10.0,13.0,1.0,9.0,2.0,7.0,22,0,0
3.0,3.0,4.0,4.0,3.0,8.0,7.0,6.0,2.0,8.0,7.0,9.0,2.0,9.0,4.0,8.0,14,1,0
3.0,4.0,5.0,3.0,2.0,5.0,7.0,2.0,7.0,10.0,9.0,11.0,3.0,8.0,3.0,7.0,11,1,0
2.0,7.0,2.0,5.0,1.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,18,1,15
7.0,10.0,6.0,5.0,3.0,8.0,9.0,2.0,7.0,11.0,7.0,7.0,2.0,9.0,4.0,6.0,21,1,0
4.0,10.0,5.0,8.0,2.0,7.0,7.0,0.0,9.0,14.0,6.0,8.0,0.0,8.0,1.0,8.0,18,1,15
3.0,4.0,4.0,7.0,2.0,3.0,7.0,7.0,3.0,7.0,7.0,11.0,3.0,8.0,3.0,10.0,11,0,26
5.0,9.0,6.0,7.0,8.0,8.0,9.0,5.0,2.0,7.0,7.0,8.0,8.0,9.0,4.0,8.0,13,1,0
3.0,5.0,6.0,4.0,3.0,7.0,10.0,4.0,4.0,12.0,4.0,3.0,1.0,10.0,3.0,8.0,1,1,0
6.0,11.0,6.0,8.0,4.0,6.0,10.0,10.0,4.0,7.0,4.0,8.0,3.0,7.0,6.0,10.0,6,1,0
6.0,11.0,9.0,8.0,6.0,8.0,8.0,5.0,6.0,8.0,5.0,7.0,4.0,8.0,6.0,12.0,6,0,0
4.0,7.0,6.0,5.0,4.0,10.0,5.0,4.0,6.0,10.0,2.0,7.0,3.0,8.0,3.0,9.0,3,0,0
7.0,9.0,7.0,4.0,4.0,5.0,8.0,2.0,4.0,8.0,10.0,8.0,10.0,10.0,2.0,6.0,19,0,0
3.0,4.0,4.0,6.0,2.0,7.0,7.0,4.0,13.0,10.0,6.0,8.0,0.0,8.0,8.0,8.0,0,1,19
2.0,5.0,3.0,3.0,1.0,10.0,6.0,2.0,6.0,12.0,4.0,8.0,1.0,6.0,1.0,7.0,25,1,9
4.0,9.0,6.0,6.0,4.0,7.0,8.0,2.0,10.0,12.0,7.0,8.0,1.0,9.0,6.0,8.0,0,1,0
4.0,8.0,5.0,6.0,3.0,8.0,4.0,6.0,3.0,14.0,8.0,14.0,1.0,6.0,1.0,6.0,25,0,9
2.0,3.0,2.0,1.0,1.0,7.0,7.0,5.0,8.0,6.0,6.0,8.0,1.0,8.0,6.0,8.0,0,1,0
3.0,10.0,4.0,7.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,16,0,5
6.0,11.0,8.0,8.0,6.0,5.0,4.0,2.0,8.0,6.0,1.0,9.0,1.0,6.0,3.0,7.0,15,0,25
9.0,13.0,8.0,7.0,5.0,9.0,7.0,3.0,5.0,11.0,4.0,5.0,4.0,9.0,7.0,9.0,4,1,0
5.0,9.0,8.0,7.0,7.0,7.0,12.0,2.0,2.0,6.0,8.0,8.0,7.0,12.0,1.0,8.0,19,1,0
4.0,7.0,4.0,5.0,2.0,6.0,7.0,6.0,5.0,9.0,8.0,10.0,2.0,8.0,4.0,9.0,23,1,0
4.0,8.0,4.0,6.0,4.0,6.0,8.0,7.0,4.0,9.0,8.0,8.0,3.0,8.0,2.0,7.0,13,0,0
3.0,4.0,5.0,3.0,2.0,9.0,6.0,3.0,8.0,11.0,4.0,7.0,1.0,9.0,4.0,9.0,2,0,0
7.0,9.0,9.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,4.0,10.0,5.0,7.0,7.0,6.0,13,0,0
4.0,2.0,5.0,3.0,4.0,8.0,6.0,6.0,4.0,7.0,7.0,8.0,7.0,5.0,2.0,8.0,7,1,0
2.0,7.0,3.0,5.0,1.0,9.0,6.0,3.0,7.0,12.0,4.0,9.0,0.0,7.0,2.0,6.0,25,0,9
11.0,11.0,10.0,6.0,4.0,6.0,11.0,2.0,3.0,7.0,10.0,6.0,8.0,12.0,1.0,7.0,19,0,0
6.0,11.0,6.0,6.0,3.0,6.0,9.0,3.0,5.0,13.0,8.0,7.0,2.0,9.0,3.0,7.0,2,1,0
0.0,0.0,1.0,1.0,0.0,12.0,4.0,5.0,3.0,12.0,4.0,11.0,0.0,7.0,0.0,8.0,25,1,22
3.0,2.0,4.0,3.0,2.0,6.0,8.0,7.0,7.0,9.0,8.0,12.0,2.0,10.0,3.0,9.0,22,0,0
1.0,3.0,3.0,2.0,1.0,8.0,7.0,3.0,7.0,11.0,4.0,8.0,1.0,8.0,4.0,9.0,2,0,0
6.0,10.0,9.0,7.0,7.0,10.0,6.0,2.0,5.0,9.0,3.0,6.0,9.0,8.0,2.0,9.0,7,1,0
2.0,8.0,3.0,6.0,2.0,6.0,12.0,0.0,6.0,8.0,10.0,8.0,0.0,8.0,0.0,8.0,21,0,10
6.0,13.0,5.0,7.0,4.0,6.0,8.0,5.0,5.0,10.0,6.0,9.0,3.0,8.0,8.0,11.0,12,1,0
5.0,8.0,7.0,6.0,4.0,9.0,7.0,6.0,6.0,6.0,6.0,4.0,6.0,9.0,2.0,5.0,5,0,0
4.0,7.0,6.0,5.0,5.0,8.0,6.0,7.0,4.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,14,0,0
6.0,10.0,7.0,8.0,7.0,6.0,8.0,6.0,4.0,8.0,7.0,8.0,5.0,9.0,7.0,10.0,1,1,0
7.0,13.0,6.0,8.0,4.0,9.0,5.0,5.0,5.0,11.0,4.0,9.0,6.0,7.0,7.0,11.0,24,1,0
6.0,10.0,8.0,7.0,6.0,7.0,7.0,2.0,9.0,12.0,6.0,8.0,1.0,8.0,6.0,8.0,0,1,0
5.0,9.0,6.0,7.0,4.0,7.0,9.0,5.0,5.0,7.0,6.0,7.0,6.0,9.0,2.0,6.0,5,1,0
1.0,0.0,2.0,1.0,1.0,7.0,8.0,7.0,5.0,7.0,6.0,7.0,1.0,8.0,6.0,8.0,24,0,0
7.0,13.0,7.0,7.0,5.0,9.0,3.0,4.0,3.0,11.0,6.0,10.0,4.0,8.0,7.0,9.0,15,0,0
4.0,5.0,5.0,3.0,2.0,6.0,11.0,2.0,8.0,11.0,9.0,4.0,1.0,11.0,3.0,4.0,21,1,0
4.0,7.0,5.0,5.0,3.0,6.0,6.0,6.0,7.0,6.0,5.0,9.0,2.0,10.0,4.0,7.0,23,0,0
2.0,1.0,3.0,3.0,2.0,7.0,9.0,5.0,4.0,7.0,6.0,6.0,4.0,8.0,1.0,6.0,5,1,0
9.0,12.0,8.0,7.0,4.0,5.0,10.0,4.0,4.0,10.0,8.0,5.0,4.0,11.0,2.0,8.0,9,1,0
4.0,6.0,5.0,4.0,3.0,7.0,8.0,6.0,5.0,7.0,6.0,6.0,5.0,9.0,1.0,6.0,5,1,0
5.0,10.0,8.0,8.0,5.0,9.0,8.0,4.0,6.0,9.0,3.0,7.0,3.0,6.0,5.0,11.0,6,1,0
3.0,9.0,5.0,6.0,3.0,12.0,2.0,4.0,2.0,11.0,2.0,9.0,3.0,7.0,3.0,9.0,10,1,4
2.0,1.0,3.0,2.0,2.0,8.0,7.0,5.0,5.0,7.0,6.0,6.0,2.0,8.0,5.0,9.0,24,1,0
2.0,1.0,3.0,2.0,2.0,7.0,6.0,6.0,5.0,6.0,6.0,9.0,2.0,9.0,4.0,9.0,23,1,0
3.0,9.0,4.0,6.0,2.0,4.0,11.0,9.0,3.0,10.0,6.0,4.0,1.0,10.0,4.0,8.0,1,1,27
4.0,8.0,3.0,11.0,3.0,6.0,9.0,3.0,3.0,13.0,5.0,6.0,3.0,8.0,6.0,9.0,25,0,0
3.0,5.0,5.0,7.0,2.0,7.0,7.0,3.0,1.0,6.0,0.0,8.0,3.0,7.0,1.0,8.0,10,0,4
3.0,5.0,5.0,4.0,2.0,7.0,7.0,3.0,7.0,11.0,6.0,8.0,1.0,9.0,5.0,7.0,2,1,0
1.0,0.0,1.0,1.0,0.0,7.0,7.0,10.0,0.0,5.0,6.0,8.0,4.0,8.0,0.0,8.0,5,1,46
5.0,10.0,7.0,7.0,7.0,9.0,7.0,4.0,6.0,9.0,4.0,6.0,3.0,8.0,3.0,8.0,8,1,0
3.0,5.0,5.0,6.0,4.0,11.0,5.0,3.0,2.0,8.0,4.0,9.0,4.0,8.0,5.0,11.0,3,0,0
6.0,8.0,6.0,6.0,3.0,4.0,10.0,3.0,7.0,11.0,11.0,5.0,1.0,11.0,3.0,4.0,17,0,0
8.0,14.0,8.0,8.0,5.0,8.0,5.0,2.0,9.0,12.0,6.0,9.0,3.0,7.0,6.0,7.0,0,1,0
4.0,8.0,6.0,12.0,11.0,9.0,7.0,4.0,2.0,6.0,7.0,9.0,5.0,11.0,8.0,9.0,17,0,0
4.0,7.0,6.0,5.0,3.0,8.0,6.0,2.0,7.0,10.0,3.0,9.0,3.0,8.0,4.0,10.0,11,0,0
2.0,1.0,3.0,2.0,1.0,8.0,6.0,7.0,5.0,6.0,6.0,8.0,3.0,8.0,4.0,8.0,14,0,0
2.0,6.0,2.0,4.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0,15,1,23
5.0,11.0,6.0,8.0,4.0,8.0,7.0,5.0,9.0,11.0,3.0,7.0,2.0,6.0,5.0,9.0,2,0,0
3.0,6.0,5.0,5.0,5.0,7.0,7.0,4.0,6.0,7.0,4.0,8.0,4.0,7.0,6.0,5.0,8,1,0
3.0,3.0,5.0,4.0,1.0,7.0,6.0,3.0,0.0,7.0,0.0,8.0,2.0,7.0,1.0,8.0,10,0,4
2.0,3.0,4.0,2.0,2.0,9.0,7.0,2.0,5.0,11.0,5.0,7.0,2.0,8.0,4.0,9.0,24,1,0
3.0,9.0,5.0,7.0,3.0,11.0,4.0,2.0,2.0,8.0,2.0,9.0,3.0,5.0,3.0,8.0,10,1,4
3.0,5.0,6.0,3.0,3.0,7.0,8.0,2.0,9.0,12.0,6.0,8.0,2.0,8.0,5.0,8.0,12,1,0
5.0,9.0,6.0,7.0,4.0,6.0,7.0,6.0,6.0,10.0,7.0,10.0,2.0,9.0,5.0,9.0,23,1,0
4.0,5.0,5.0,7.0,3.0,3.0,7.0,6.0,11.0,7.0,7.0,15.0,0.0,8.0,7.0,7.0,12,0,54
5.0,10.0,5.0,6.0,2.0,6.0,10.0,3.0,5.0,13.0,6.0,5.0,2.0,8.0,5.0,6.0,4,1,0
6.0,11.0,6.0,8.0,6.0,7.0,8.0,14.0,1.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,3,0,1
8.0,11.0,7.0,8.0,4.0,4.0,11.0,3.0,4.0,9.0,11.0,7.0,2.0,10.0,1.0,8.0,9,0,0
2.0,3.0,2.0,1.0,1.0,5.0,10.0,3.0,4.0,10.0,8.0,4.0,0.0,9.0,3.0,7.0,1,1,0
4.0,11.0,6.0,8.0,4.0,12.0,3.0,3.0,3.0,9.0,1.0,9.0,2.0,6.0,3.0,8.0,10,1,4
3.0,6.0,5.0,4.0,2.0,7.0,9.0,6.0,7.0,5.0,10.0,9.0,3.0,9.0,1.0,8.0,20,0,0
6.0,7.0,8.0,5.0,4.0,4.0,11.0,3.0,4.0,10.0,10.0,9.0,5.0,8.0,1.0,8.0,5,0,0
7.0,10.0,10.0,7.0,6.0,4.0,9.0,3.0,4.0,10.0,10.0,9.0,8.0,7.0,2.0,7.0,5,1,0
3.0,11.0,5.0,8.0,2.0,9.0,6.0,3.0,1.0,8.0,0.0,8.0,2.0,7.0,2.0,8.0,10,0,4
3.0,5.0,4.0,5.0,4.0,5.0,7.0,3.0,4.0,7.0,6.0,11.0,4.0,9.0,7.0,9.0,22,0,0
6.0,9.0,5.0,7.0,3.0,3.0,11.0,3.0,4.0,10.0,12.0,8.0,2.0,10.0,1.0,8.0,9,1,0
3.0,5.0,4.0,4.0,3.0,7.0,7.0,6.0,8.0,7.0,6.0,9.0,2.0,8.0,6.0,9.0,12,1,0
2.0,4.0,3.0,3.0,1.0,6.0,10.0,2.0,5.0,13.0,7.0,5.0,1.0,9.0,1.0,7.0,4,1,0
6.0,9.0,5.0,5.0,3.0,7.0,8.0,4.0,4.0,11.0,6.0,8.0,3.0,9.0,8.0,9.0,12,1,0
3.0,7.0,3.0,5.0,2.0,3.0,6.0,6.0,10.0,7.0,7.0,14.0,0.0,8.0,7.0,8.0,12,1,18
5.0,11.0,5.0,6.0,4.0,9.0,5.0,4.0,7.0,11.0,4.0,8.0,3.0,8.0,8.0,11.0,14,1,0
4.0,8.0,5.0,6.0,3.0,6.0,8.0,7.0,8.0,8.0,8.0,14.0,2.0,10.0,4.0,9.0,22,1,0
3.0,7.0,4.0,5.0,1.0,6.0,8.0,7.0,10.0,5.0,7.0,13.0,1.0,7.0,4.0,9.0,22,1,0
4.0,10.0,6.0,8.0,5.0,7.0,8.0,4.0,5.0,8.0,7.0,7.0,3.0,7.0,4.0,6.0,25,0,0
5.0,10.0,7.0,8.0,6.0,9.0,7.0,7.0,6.0,6.0,6.0,5.0,3.0,9.0,9.0,11.0,24,0,0
4.0,7.0,6.0,5.0,5.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,3.0,9.0,3.0,7.0,3,0,0
3.0,6.0,5.0,9.0,7.0,7.0,11.0,5.0,0.0,9.0,7.0,5.0,4.0,11.0,5.0,8.0,1,0,0
2.0,11.0,2.0,9.0,2.0,7.0,7.0,0.0,8.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0,18,0,50
4.0,7.0,7.0,5.0,5.0,9.0,12.0,2.0,2.0,6.0,8.0,8.0,8.0,13.0,1.0,7.0,19,0,0
7.0,10.0,9.0,8.0,9.0,7.0,5.0,6.0,3.0,7.0,6.0,10.0,5.0,8.0,7.0,8.0,23,1,0
1.0,3.0,3.0,1.0,1.0,9.0,7.0,3.0,4.0,10.0,3.0,7.0,2.0,7.0,2.0,10.0,6,0,0
5.0,11.0,7.0,8.0,9.0,8.0,7.0,6.0,3.0,5.0,8.0,8.0,9.0,8.0,6.0,2.0,19,0,0
3.0,8.0,5.0,6.0,4.0,5.0,10.0,2.0,3.0,8.0,9.0,9.0,7.0,11.0,1.0,7.0,19,0,0
7.0,14.0,5.0,8.0,2.0,9.0,7.0,6.0,4.0,13.0,3.0,7.0,3.0,7.0,6.0,11.0,18,0,0
5.0,10.0,6.0,8.0,2.0,5.0,7.0,7.0,11.0,7.0,6.0,14.0,1.0,8.0,4.0,9.0,22,1,0
8.0,13.0,9.0,7.0,5.0,6.0,8.0,2.0,8.0,11.0,5.0,7.0,4.0,5.0,4.0,6.0,16,0,0
8.0,14.0,7.0,8.0,3.0,5.0,10.0,3.0,5.0,12.0,6.0,5.0,2.0,8.0,6.0,4.0,4,1,0
3.0,10.0,5.0,7.0,1.0,7.0,10.0,2.0,2.0,7.0,13.0,8.0,1.0,11.0,0.0,8.0,17,1,0
2.0,6.0,4.0,4.0,1.0,9.0,11.0,1.0,7.0,4.0,11.0,8.0,1.0,10.0,1.0,8.0,17,0,0
5.0,6.0,7.0,9.0,8.0,8.0,11.0,4.0,3.0,5.0,8.0,11.0,5.0,13.0,7.0,11.0,14,1,0
1.0,10.0,0.0,7.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,18,1,20
3.0,3.0,4.0,2.0,1.0,5.0,12.0,2.0,2.0,9.0,11.0,7.0,3.0,12.0,1.0,7.0,9,0,0
4.0,8.0,5.0,6.0,3.0,7.0,5.0,2.0,0.0,7.0,1.0,8.0,2.0,7.0,1.0,8.0,10,0,4
2.0,2.0,4.0,3.0,2.0,8.0,2.0,1.0,1.0,7.0,2.0,8.0,2.0,7.0,3.0,7.0,10,1,4
6.0,13.0,5.0,7.0,3.0,11.0,2.0,1.0,5.0,10.0,1.0,8.0,2.0,8.0,4.0,12.0,2,0,0
3.0,8.0,5.0,5.0,1.0,6.0,12.0,2.0,3.0,9.0,12.0,7.0,1.0,10.0,0.0,8.0,17,0,0
4.0,8.0,6.0,6.0,5.0,6.0,8.0,6.0,5.0,9.0,7.0,4.0,2.0,10.0,4.0,7.0,1,1,0
4.0,7.0,5.0,5.0,2.0,6.0,11.0,3.0,2.0,8.0,11.0,8.0,2.0,9.0,3.0,8.0,9,0,0
5.0,11.0,7.0,8.0,5.0,6.0,11.0,2.0,5.0,13.0,7.0,4.0,2.0,10.0,2.0,7.0,4,1,0
5.0,8.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,9.0,6.0,12.0,6.0,8.0,4.0,9.0,22,0,0
5.0,12.0,4.0,6.0,2.0,11.0,5.0,3.0,6.0,12.0,3.0,7.0,2.0,9.0,4.0,11.0,18,0,0
5.0,9.0,7.0,11.0,7.0,8.0,6.0,8.0,4.0,5.0,6.0,10.0,3.0,8.0,6.0,10.0,14,0,0
5.0,8.0,7.0,6.0,5.0,5.0,8.0,3.0,6.0,10.0,8.0,9.0,3.0,8.0,3.0,6.0,3,1,0
1.0,0.0,2.0,1.0,1.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,8.0,6.0,8.0,24,1,0
1.0,3.0,2.0,2.0,1.0,7.0,8.0,5.0,4.0,7.0,6.0,6.0,4.0,9.0,1.0,5.0,5,0,0
8.0,13.0,10.0,7.0,4.0,5.0,9.0,4.0,4.0,13.0,10.0,9.0,6.0,9.0,0.0,9.0,5,1,0
5.0,11.0,6.0,8.0,6.0,8.0,8.0,5.0,8.0,5.0,5.0,8.0,0.0,8.0,9.0,8.0,2,0,0
3.0,8.0,3.0,6.0,2.0,3.0,7.0,6.0,10.0,7.0,6.0,14.0,0.0,8.0,7.0,8.0,12,1,18
5.0,6.0,7.0,6.0,8.0,8.0,7.0,5.0,4.0,7.0,6.0,8.0,7.0,9.0,8.0,4.0,24,1,0
3.0,7.0,5.0,11.0,9.0,9.0,8.0,4.0,1.0,8.0,6.0,7.0,7.0,9.0,5.0,6.0,1,0,0
6.0,8.0,9.0,6.0,5.0,10.0,7.0,4.0,6.0,11.0,2.0,6.0,4.0,9.0,4.0,10.0,3,0,0
3.0,3.0,4.0,2.0,2.0,8.0,7.0,7.0,5.0,7.0,6.0,7.0,2.0,8.0,3.0,7.0,13,0,0
5.0,7.0,6.0,5.0,7.0,8.0,8.0,6.0,5.0,7.0,6.0,8.0,7.0,9.0,7.0,6.0,7,1,0
2.0,0.0,2.0,1.0,1.0,7.0,6.0,10.0,0.0,7.0,8.0,8.0,6.0,6.0,0.0,8.0,7,1,48
5.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,2.0,7.0,6.0,11.0,5.0,8.0,8.0,8.0,23,0,0
1.0,5.0,1.0,4.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,18,1,41
5.0,8.0,5.0,6.0,3.0,7.0,7.0,12.0,2.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0,7,0,13
4.0,11.0,5.0,8.0,2.0,1.0,12.0,5.0,4.0,11.0,10.0,7.0,0.0,8.0,3.0,6.0,4,1,16
